,# of bumps,# of inflections,curvature,min i,max i,x min,x max,y min,y max,S,criticality
3518,0,0,6.7336818244611765,4,0,1.6094379124341003,0.0,-9.388319179336001,-0.035438120577707594,1.1502008721890102,1
3519,2,0,13.76999528337391,43,43,3.784189633918261,3.784189633918261,-10.611769620680343,-10.611769620680343,1.0377946402457126,1
3520,1,0,4.72829556148523,51,22,3.9512437185814275,3.1354942159291497,-10.07857467043465,-5.415135576322582,1.0368465620836236,2
3521,0,0,7.050166889791474,51,60,4.820281565605037,5.332718793265369,-12.531343047741379,-6.91336056288851,1.0765599904039531,3
3522,2,0,-9.095227561806368,38,38,3.6635616461296463,3.6635616461296463,-10.59008835222604,-10.59008835222604,1.037927196671488,2
3523,0,0,12.069002339921992,31,47,3.58351893845611,4.343805421853684,-7.715151851820692,-6.131031747370882,1.0504418081822897,3
3524,0,0,35.43252138084934,40,53,4.0943445622221,4.77912349311153,-11.171784145124754,-6.05979635676821,1.0595168850506365,3
3525,1,0,-5.851663115154476,51,57,4.948759890378168,5.308267697401205,-12.649175810398395,-6.437070842194323,1.09851749550257,3
3526,0,0,0.491058403941768,48,54,4.499809670330265,4.812184355372417,-11.451476135616476,-5.335899417800463,1.0760975065633203,3
3527,0,0,-7.4788881272893954,44,44,3.8066624897703196,3.8066624897703196,-10.170150257763833,-10.170150257763833,1.038438822668396,1
3528,1,0,-11.089820507112107,29,50,3.4965075614664802,4.48863636973214,-9.797020869745406,-5.214607670879931,1.05364449044111,3
3529,1,0,-3.5679616043398577,27,55,3.4657359027997265,5.017279836814924,-10.6503129877512,-5.465724386531504,1.1076174871825755,3
3530,2,0,3.163454372310308,62,63,5.579729825986222,5.638354669333745,-13.198791432048976,-12.630807394443035,1.1063633370543986,3
3531,2,0,-8.015579511869198,36,34,3.6109179126442243,3.5553480614894135,-10.638975573585599,-9.540363284917488,1.038883573529227,1
3532,0,0,-5.560257436867818,43,36,3.784189633918261,3.6109179126442243,-10.282163685554078,-8.202722143874242,1.038739822580191,2
3533,1,0,-0.7925318975036808,41,41,3.7376696182833684,3.7376696182833684,-10.788803480110852,-10.788803480110852,1.0374177953801007,1
3534,1,0,0.7233680827315279,47,55,4.5217885770490405,4.948759890378168,-11.668359980191982,-5.959826902777183,1.0690040459365497,3
3535,0,0,15.242464603930376,38,51,3.9889840465642745,4.634728988229636,-8.513386387624918,-6.607216567219119,1.0542324819387257,3
3536,0,0,4.025042581341637,61,62,5.318119993844216,5.375278407684165,-12.454702817007668,-11.356090528339557,1.1028640803752787,3
3537,1,0,-2.4053380647972675,65,67,5.886104031450156,6.0063531596017325,-14.330742616443732,-13.359963699285506,1.1002539897278343,3
3538,1,0,-0.9801686955131476,44,52,4.406719247264253,4.836281906951478,-8.32870927983314,-7.910407024964294,1.0585636123296005,2
3539,1,0,5.213322152600052,34,54,3.871201010907891,4.997212273764115,-11.876032820459928,-6.236788866941298,1.089319910568242,3
3540,0,0,1.787339135330054,41,51,4.574710978503383,5.25227342804663,-10.562035158881645,-7.39499258521757,1.0754830084310163,3
3541,0,0,6.259079448036914,29,23,3.4011973816621555,3.1780538303479458,-6.037150166703856,-5.758946838206619,1.0356342410517376,3
3542,0,0,0.3298265521646815,12,12,2.5649493574615367,2.5649493574615367,-11.031286405889189,-11.031286405889189,1.0543048394307903,1
3543,1,0,-20.88152309943307,43,55,4.276666119016055,4.890349128221754,-11.264083325003263,-5.448674293110589,1.0712122392370182,3
3544,1,0,51.95777002572051,24,44,3.2188758248682006,4.189654742026425,-9.061018293445336,-4.9152415575909645,1.0480095027518048,3
3545,2,0,35.696584769245995,44,53,4.276666119016055,4.718498871295094,-11.265751311055338,-4.972948365048089,1.0646648503639902,3
3546,0,0,-6.795575376183234,11,0,2.4849066497880004,0.0,-10.438898466060431,-0.2692845040382383,1.05125535392149,1
3547,1,0,6.269593818265413,26,52,3.367295829986474,4.634728988229636,-10.440574314210796,-4.866141511582443,1.072264865716986,3
3548,0,0,3.0901312480407306,46,60,4.584967478670572,5.37989735354046,-12.687231431202974,-7.669951594388049,1.068332626456987,3
3549,3,0,8.55656805771192,71,70,4.276666119016055,4.2626798770413155,-9.920836190870741,-9.227689010310796,1.0337183486995758,3
3550,2,0,4.436172498177139,39,52,4.02535169073515,4.663439094112067,-11.032938568328923,-4.9686883514952935,1.0786058729177173,3
3551,0,0,-0.14822108987435598,15,0,2.772588722239781,0.0,-11.237382744856811,-0.32051404801523303,1.0481753513260075,1
3552,2,0,2.1980240424465483,21,24,3.091042453358316,3.2188758248682006,-5.746755241027359,-5.698553139209482,1.038626625394686,2
3553,1,0,1.3293722851061507,-1,-1,3.6635616461296463,3.6635616461296463,-10.195373277248482,-10.195373277248482,1.0400134809970787,1
3554,3,0,-5.1055262653120215,43,54,4.30406509320417,4.875197323201151,-11.29009210363737,-5.593957849819425,1.0796829699139856,3
3555,1,0,7.358119916274436,26,50,3.332204510175204,4.454347296253507,-10.381254717399687,-4.8302349972958964,1.0645836477523811,3
3556,2,0,4.200400110309932,49,54,4.6443908991413725,4.912654885736052,-11.073340000462197,-5.210114751396972,1.1056133885037818,3
3557,0,0,3.566097861562236,30,44,3.5553480614894135,4.23410650459726,-7.658707837544855,-5.745921735914576,1.0500240882172738,3
3558,1,0,0.011647693587833756,47,53,4.499809670330265,4.820281565605037,-11.458308419955529,-4.985741350533763,1.0816442374206252,3
3559,1,0,-3.138426515663086,42,53,4.219507705176107,4.77912349311153,-11.20565831108126,-5.286764456808114,1.0746093348887316,3
3560,0,0,14.571666493691838,49,27,4.418840607796598,3.367295829986474,-11.428687511211724,-5.973366395854022,1.0480095027518048,2
3561,0,0,-11.66202441336599,15,15,2.772588722239781,2.772588722239781,-10.720134729081686,-10.720134729081686,1.0499682342153256,1
3562,0,0,-18.8477821560466,62,63,5.5093883366279774,5.568344503761097,-12.943702666474737,-12.18156261442784,1.1126535498167176,3
3563,2,0,8.748692465993928,51,58,5.030437921392435,5.4680601411351315,-13.06068427007827,-7.201731227694063,1.0886437188907272,3
3564,2,0,-3.974942748424052,46,63,4.770684624465665,5.840641657373398,-13.50713335507388,-8.681003819586419,1.0914618986876232,3
3565,1,0,-0.3908171992575425,46,52,4.330733340286331,4.61512051684126,-11.124346972018488,-4.744902631143361,1.0726069444748667,3
3566,0,0,3.4873565352966067,43,53,4.290459441148391,4.804021044733257,-11.474150827548469,-5.1889511362756275,1.0688699145906397,3
3567,0,0,16.994692301829474,25,43,3.295836866004329,4.143134726391533,-8.74702984939128,-5.025360572454354,1.0476061321488408,3
3568,2,0,14.769614204212722,41,52,4.060443010546419,4.59511985013459,-10.902760973791507,-5.286717413443313,1.057709644591863,3
3569,0,0,5.514932215619374,21,50,3.1354942159291497,4.48863636973214,-10.400582338328718,-4.863248071310181,1.0697996899964697,3
3570,1,0,8.85110401649071,57,59,5.278114659230517,5.393627546352362,-11.917710014603438,-11.016923469265247,1.0850266317423147,3
3571,2,0,-8.598593383460045,33,47,3.713572066704308,4.406719247264253,-10.800804413600558,-4.85016186101283,1.0537253760835155,3
3572,0,0,-22.573050869559253,36,48,3.828641396489095,4.382026634673881,-9.772004536745076,-5.2207626927825395,1.0506615257528356,3
3573,0,0,19.35402664415238,39,47,3.9889840465642745,4.394449154672439,-9.11183803121447,-5.085848788656641,1.0527302076008669,3
3574,4,0,-4.310708845704188,-1,-1,3.7612001156935624,3.7612001156935624,-9.49780992184664,-9.49780992184664,1.039313501785259,1
3575,1,0,-1.6391072056715346,28,55,3.5263605246161616,5.0689042022202315,-10.960215983295253,-5.614167213926026,1.1031356075457617,3
3576,2,0,-16.00279750724631,33,51,3.713572066704308,4.564348191467836,-10.399687744173377,-4.844792050224894,1.0779553829376924,3
3577,3,0,-6.540686967730586,53,58,3.9889840465642745,4.07753744390572,-10.454120255970487,-9.355507967302378,1.0356297082376271,1
3578,1,0,10.18034587420337,47,53,4.418840607796598,4.709530201312334,-11.108467849171204,-4.867023096795452,1.075205110416595,3
3579,1,0,-6.532924825487346,40,40,3.713572066704308,3.713572066704308,-10.201404568800312,-10.201404568800312,1.0389047817802823,1
3580,1,0,-22.588901201464484,35,48,3.784189633918261,4.382026634673881,-9.112710086139463,-5.363206010209092,1.05024805869992,3
3581,0,0,2.1506799413491273,5,0,1.791759469228055,0.0,-9.596282813595483,-0.03387811023825134,1.1222294519193439,1
3582,1,0,-3.9961962342397004,28,57,3.5553480614894135,5.231108616854587,-10.982447933390688,-6.061803657621156,1.110138281976429,3
3583,0,0,13.708825169303822,39,51,4.060443010546419,4.68213122712422,-8.467280660787042,-6.85784274835294,1.0559108412255478,3
3584,1,0,3.6568557813661045,34,47,3.7376696182833684,4.394449154672439,-10.802765382209987,-4.8346974129084,1.0578850409453289,3
3585,0,0,-1.372234242935686,-1,-1,5.25227342804663,5.25227342804663,-14.443358954899095,-14.443358954899095,1.0703847065351737,1
3586,0,0,-1.295212171096484,62,67,5.872117789475416,6.19644412779452,-14.135105335830675,-13.740451143826725,1.1042266586182439,3
3587,1,0,-0.3634617547861926,37,51,3.8918202981106265,4.584967478670572,-10.632461874078556,-5.764927423622974,1.0552984404121646,3
3588,2,0,0.10212203562824332,43,44,3.784189633918261,3.8066624897703196,-8.268827981341406,-7.457897765125078,1.036662738684244,2
3589,3,0,4.145656131300098,42,53,4.189654742026425,4.736198448394496,-11.175825564742754,-4.9987116707481425,1.0814770610512734,3
3590,3,0,3.9113107916473333,64,64,4.174387269895637,4.174387269895637,-10.141480306700544,-10.141480306700544,1.0346385407371577,2
3591,1,0,0.5228485587665164,35,35,3.58351893845611,3.58351893845611,-10.320485896457965,-10.320485896457965,1.039959234605906,1
3592,2,0,11.615503541887357,49,58,4.736198448394496,5.231108616854587,-9.835718725088107,-7.939556136158552,1.0624447804850974,2
3593,0,0,2.141202944740892,43,53,4.23410650459726,4.736198448394496,-11.160766973156225,-5.139743623806698,1.0675123910722624,3
3594,2,0,16.203815297323192,63,64,5.726847747587197,5.786897381366708,-13.47069648686844,-12.372084198200328,1.0867260545857276,3
3595,1,0,-27.891378805022526,37,51,3.871201010907891,4.543294782270004,-10.806526870974459,-4.895730226933931,1.060254621192282,3
3596,1,0,3.9723768853774377,27,52,3.4011973816621555,4.6443908991413725,-10.444205903367088,-5.159987461198552,1.073138434401887,3
3597,0,0,-5.8536264618125715,48,54,4.499809670330265,4.812184355372417,-11.391469710990267,-5.115900912778388,1.0845354229336135,3
3598,1,0,36.07123065506529,39,51,3.9889840465642745,4.574710978503383,-10.90205664499461,-4.833631056750501,1.0638299795166999,3
3599,1,0,-0.04429649861725993,42,49,4.204692619390966,4.564348191467836,-9.536578485378143,-9.339658129163036,1.0558213550292037,2
3600,2,0,1.3844813025645277,41,53,4.1588830833596715,4.762173934797756,-9.834725470741716,-6.062731109917275,1.0544185767477534,3
3601,1,0,-7.827715401845386,20,0,3.044522437723423,0.0,-10.457889773418664,-0.684055429109406,1.0450961003960544,1
3602,1,0,-0.6723451550696151,25,0,3.258096538021482,0.0,-6.6336191399432956,-0.8464588658791089,1.03931957892932,1
3603,1,0,-3.9318866988451497,47,44,4.343805421853684,4.189654742026425,-12.194927434425175,-11.907245361973395,1.0482589013609864,1
3604,0,0,6.691189411418483,4,0,1.6094379124341003,0.0,-8.995536944936974,-0.05687407127085695,1.1142651728642687,1
3605,0,0,-0.7261153520257704,49,55,4.770684624465665,5.117993812416755,-8.2929198632418,-7.488972443728209,1.0646448091364917,3
3606,3,0,-3.592069862543947,40,47,3.9889840465642745,4.30406509320417,-12.625337651091522,-11.644508398079797,1.046882007217431,1
3607,2,0,-3.760411612877853,38,55,4.007333185232471,4.912654885736052,-11.133028109054127,-5.954459995616015,1.0751034976720923,3
3608,1,0,13.284737544076311,57,60,5.25227342804663,5.424950017481403,-12.704344100594522,-10.925488036202376,1.0893629423585143,3
3609,0,0,-0.6809940108146563,50,54,4.762173934797756,4.990432586778736,-11.43582553093718,-5.4446735326674975,1.106029804368632,3
3610,2,0,10.928059785365178,22,50,3.1354942159291497,4.48863636973214,-9.751170329787644,-5.109186170676836,1.053692263144179,3
3611,0,0,-2.8334719737655525,10,0,2.3978952727983707,0.0,-9.574775130526355,-0.04380158595870564,1.1211613459680525,1
3612,2,0,6.406302181282894,31,56,3.6888794541139363,5.049856007249537,-10.700265562149694,-5.554063910338547,1.107219204102532,3
3613,2,0,-0.5938550449000329,45,54,4.343805421853684,4.804021044733257,-11.137888406718522,-5.075654788722333,1.0755514934037347,3
3614,2,0,2.900451142447872,41,41,3.7376696182833684,3.7376696182833684,-10.314835323802448,-10.314835323802448,1.0382078852764152,1
3615,3,0,-0.11384982119850974,47,53,4.5217885770490405,4.844187086458591,-11.634856060436361,-5.148042174701888,1.0683934900911887,3
3616,1,0,27.87183607338769,45,52,4.2626798770413155,4.605170185988092,-10.830022631442398,-4.743702553321738,1.085139606549781,3
3617,0,0,-2.1037724613697795,37,41,3.8918202981106265,4.060443010546419,-7.012682509296063,-6.6239043199729135,1.0498054522149003,2
3618,0,0,-1.1682781434624019,46,48,4.564348191467836,4.672828834461906,-10.056968497613045,-9.817738808547212,1.0639676986593607,2
3619,2,0,-3.8648612310916235,49,65,5.0238805208462765,6.052089168924417,-13.381175294181162,-13.275814778523335,1.096814463358892,3
3620,2,0,-0.20267379667805097,60,67,4.110873864173311,4.219507705176107,-10.32423528417545,-9.631088103615504,1.034376526183943,2
3621,1,0,-7.890440576710586,38,52,3.970291913552122,4.6913478822291435,-9.144955948190281,-6.559701324567999,1.055190604750081,3
3622,1,0,-1.6762337244061796,29,29,3.4011973816621555,3.4011973816621555,-10.46012748844141,-10.46012748844141,1.0412123700317564,1
3623,0,0,19.626881881285435,32,54,3.7376696182833684,4.983606621708336,-11.053005861296205,-5.26304569039895,1.1056557054603204,3
3624,1,0,1.720504216453493,36,36,3.6109179126442243,3.6109179126442243,-10.428068141534455,-10.428068141534455,1.0393016986704098,1
3625,3,0,-9.501413712187546,41,46,3.7376696182833684,3.8501476017100584,-6.83824756910629,-6.651036027018144,1.0352000865643716,2
3626,1,0,0.6779730535508633,26,40,3.367295829986474,4.007333185232471,-6.860442072354231,-5.392230588766454,1.0468816092429831,3
3627,2,0,2.423711027372252,29,42,3.4965075614664802,4.0943445622221,-8.401520427569212,-5.000323045907057,1.0468816092429831,3
3628,2,0,0.7359058537826002,31,40,3.6109179126442243,4.02535169073515,-7.384533913210516,-5.44902968531632,1.0479930723856434,3
3629,0,0,-28.572140080555062,27,53,3.4011973816621555,4.700480365792417,-10.420514905761678,-5.02840365992728,1.0776562442945496,3
3630,0,0,-12.062306363438921,64,62,4.174387269895637,4.143134726391533,-10.20835854540859,-9.10974625674048,1.0342329914030914,2
3631,2,0,7.328645969902294,49,53,3.912023005428146,3.9889840465642745,-10.240423967124363,-9.141811678456254,1.036800019105515,2
3632,1,0,6.244891821310522,30,46,3.5553480614894135,4.343805421853684,-7.562282898993694,-6.077436864145308,1.0506474336458125,3
3633,2,0,15.523881987189782,31,49,3.58351893845611,4.442651256490317,-10.50129880296021,-5.445052997611904,1.0504418081822897,3
3634,1,0,8.856562813664958,31,31,3.4657359027997265,3.4657359027997265,-11.779771976833871,-11.779771976833871,1.040273278389714,1
3635,0,0,3.300222141814376,50,54,4.7535901911063645,4.976733742420574,-8.29619106649292,-7.890725958384755,1.0632283361114945,3
3636,0,0,-13.384747349234084,20,0,3.044522437723423,0.0,-11.054549966205157,-0.3515302424050693,1.0479854578904684,1
3637,2,0,2.529144523027326,51,56,3.9512437185814275,4.04305126783455,-5.690460296355104,-5.194672549953654,1.0336974109641668,3
3638,0,0,-0.89951162022473,38,53,4.174387269895637,5.043425116919247,-11.432580590797622,-5.447805031840437,1.0881156372873824,3
3639,1,0,2.290298805829063,35,43,3.7612001156935624,4.127134385045092,-8.111458816289732,-9.290113812631379,1.0476931186797307,1
3640,1,0,2.6857469695829623,37,37,3.6375861597263857,3.6375861597263857,-10.387702224875827,-10.387702224875827,1.0394357451432494,1
3641,1,0,11.193314229801839,33,49,3.713572066704308,4.477336814478207,-8.834779475704464,-5.721264166494088,1.0511566830493493,3
