,# of bumps,# of inflections,curvature,min i,max i,x min,x max,y min,y max,S,criticality
1745,1,0,2.773536976496803,53,60,5.062595033026967,5.480638923341991,-10.915562669746802,-8.964862092368856,1.067115276659902,2
1746,1,0,23.789209484347932,37,53,3.9318256327243257,4.74493212836325,-10.95376219963101,-5.331189780400352,1.074689892975743,3
1747,2,0,-16.748044659095925,39,53,4.143134726391533,4.897839799950911,-11.266778032094502,-5.153095852262271,1.070995623078043,3
1748,3,0,7.678366564030388,41,44,3.7376696182833684,3.8066624897703196,-10.351565051448167,-9.252952762780058,1.036995241392336,1
1749,1,0,5.831162786488977,41,59,4.219507705176107,5.204006687076795,-11.708655226754896,-6.406345838937321,1.0847816988437244,3
1750,1,0,-5.982484485686003,46,52,4.356708826689592,4.653960350157523,-11.142111027877775,-4.771069143613755,1.082887270809682,3
1751,2,0,29.78405628556935,51,58,4.812184355372417,5.209486152841421,-12.188477398975081,-6.143687532532277,1.0967094754159077,3
1752,2,0,6.228535115587769,30,36,3.4339872044851463,3.6109179126442243,-5.8707938233634644,-5.703739738700298,1.0365678064810528,3
1753,0,0,10.401873956267039,52,59,4.859812404361672,5.247024072160486,-12.482599148649,-6.877800259163432,1.0699463322000353,3
1754,1,0,5.342224393976003,34,41,3.5553480614894135,3.7376696182833684,-6.534299392681793,-6.5898692438366036,1.03608022667469,2
1755,3,0,-17.31672815541915,45,55,4.382026634673881,4.912654885736052,-11.569958209538463,-5.5965121679331595,1.0688248528696742,3
1756,3,0,6.266011748033012,63,57,5.579729825986222,5.231108616854587,-14.634010485112327,-12.021270463814442,1.0647452520769167,1
1757,1,0,7.094967119140081,28,51,3.4657359027997265,4.574710978503383,-10.511956087716635,-5.347170113793121,1.058907245671776,3
1758,0,0,-1.84510948255501,27,40,3.4011973816621555,4.04305126783455,-6.5074084603111695,-6.49466943453374,1.049049589648373,3
1759,1,0,3.917799611499968,49,54,4.543294782270004,4.787491742782046,-11.154867660558637,-4.932291392487268,1.090246171633835,3
1760,1,0,4.006198126384391,-1,-1,3.9889840465642745,3.9889840465642745,-11.02461338758645,-11.02461338758645,1.0498054522149003,1
1761,1,0,-18.07082324923896,41,52,4.110873864173311,4.653960350157523,-10.937275946018033,-5.380447884318495,1.061346348830034,3
1762,1,0,6.081824108566289,-1,-1,4.3694478524670215,4.3694478524670215,-13.186970646178727,-13.186970646178727,1.0562633131740489,1
1763,0,0,-7.446361023456853,39,58,4.189654742026425,5.247024072160486,-11.69695718512249,-6.187936969242274,1.0948713521238467,3
1764,1,0,-0.9211895717925729,30,46,3.5553480614894135,4.343805421853684,-8.37112727252069,-5.566645186504954,1.0507886509405622,3
1765,0,0,6.369776547953475,4,4,1.6094379124341003,1.6094379124341003,-9.351318965235755,-9.351318965235755,1.1065548208192946,1
1766,1,0,-1.6679543094424585,27,50,3.4011973816621555,4.48863636973214,-9.27060602741111,-5.360585024653638,1.0504418081822897,3
1767,1,0,-0.4817127344213401,28,40,3.4657359027997265,4.02535169073515,-6.683930405877349,-5.757435503828952,1.0479930723856434,3
1768,3,0,11.586809321238107,36,45,3.8501476017100584,4.290459441148391,-9.428652269628211,-4.916420079299389,1.050170957781126,3
1769,1,0,-0.6839651288696743,15,0,2.772588722239781,0.0,-10.632001876933364,-0.46173673606296556,1.0502899988628385,1
1770,2,0,-10.218666148259299,43,52,4.3694478524670215,4.882801922586371,-11.843345818069249,-5.531157391308194,1.0823151096260677,3
1771,0,0,-4.102475339723398,21,0,3.091042453358316,0.0,-6.0810948462227,-0.8491377650375591,1.0373979082115174,2
1772,0,0,-10.17095528417175,38,32,3.912023005428146,3.6375861597263857,-7.141874737676339,-6.291335383364965,1.0474551005338049,2
1773,1,0,-48.06864721019265,47,53,4.442651256490317,4.74493212836325,-11.368816008454953,-5.092172519113308,1.0747040807864723,3
1774,0,0,20.950037889522932,43,51,4.143134726391533,4.532599493153256,-10.818492458089827,-4.697645739482109,1.067914744353305,3
1775,1,0,-10.107943767224553,29,50,3.5263605246161616,4.5217885770490405,-10.570999780809752,-5.5444911375572055,1.052300152688941,3
1776,2,0,-13.943955049662927,49,56,4.727387818712341,5.117993812416755,-12.242207222770334,-6.336542665465685,1.0672164342015114,3
1777,1,0,-12.405994211657106,47,53,4.465908118654584,4.77912349311153,-11.40008279487203,-5.212503368837758,1.0746956204661051,3
1778,2,0,0.9421316578434195,-1,-1,5.351858133476067,5.351858133476067,-14.442224062830599,-14.442224062830599,1.0711890548079879,1
1779,1,0,16.826853123159083,26,50,3.367295829986474,4.477336814478207,-10.373991056823515,-4.746369943132878,1.064286122066556,3
1780,1,0,-12.66717548594203,34,48,3.7376696182833684,4.394449154672439,-8.597111275940016,-6.008407832470373,1.0504418081822897,3
1781,1,0,11.810029828887934,42,43,3.7612001156935624,3.784189633918261,-9.45985317831046,-9.054388070202297,1.0376930685883645,2
1782,1,0,0.8781271788461531,34,58,3.970291913552122,5.41610040220442,-12.169623303721025,-6.942341710289741,1.1043318037000884,3
1783,0,0,-7.877400819690192,8,0,2.1972245773362196,0.0,-11.053173111388238,-0.1325725937631374,1.0590471858708892,1
1784,1,0,16.621609476497177,40,47,4.110873864173311,4.477336814478207,-8.13976948760783,-7.975466436316554,1.0559108412255478,2
1785,0,0,-0.8378574654386308,63,54,5.638354669333745,5.117993812416755,-14.24205674276779,-11.469468020528009,1.0653329965046625,1
1786,2,0,27.720752024077985,63,63,4.1588830833596715,4.1588830833596715,-10.74838968832263,-10.74838968832263,1.034634414978932,2
1787,1,0,1.6869693723218575,32,33,3.6109179126442243,3.6635616461296463,-6.578940317126448,-6.16399646506374,1.0471952202693906,2
1788,2,0,2.9147369785478014,25,0,3.258096538021482,0.0,-9.29489595820082,-0.7763703215508047,1.042097139041637,1
1789,3,0,1.6581250041908,51,51,3.9512437185814275,3.9512437185814275,-10.148196881764898,-10.148196881764898,1.0366588663841938,2
1790,1,0,-1.3345346824416346,36,49,3.828641396489095,4.442651256490317,-10.793623202933425,-4.90960467797429,1.0571913422278123,3
1791,3,0,4.141064025953877,-1,-1,3.9512437185814275,3.9512437185814275,-10.170226847967983,-10.170226847967983,1.0370362582927457,2
1792,2,0,-6.0373421976643975,36,52,3.871201010907891,4.663439094112067,-11.220168537195669,-5.249417031685228,1.0577136685984343,3
1793,1,0,0.3990488445838043,39,38,4.007333185232471,3.9512437185814275,-12.902974020276258,-11.69900121595032,1.0540116476693566,1
1794,1,0,-8.78258464584727,35,35,3.58351893845611,3.58351893845611,-10.342741983800368,-10.342741983800368,1.038279581075356,1
1795,2,0,14.466851126828288,29,44,3.4965075614664802,4.219507705176107,-8.423761246623686,-5.344147489088992,1.0488461618257456,3
1796,1,0,7.629938804162702,55,56,4.77912349311153,4.8283137373023015,-13.997253530744109,-12.898641242075998,1.053225034456176,1
1797,1,0,12.996635166408069,-1,-1,4.941642422609304,4.941642422609304,-11.383788893606138,-11.383788893606138,1.0969652576650293,3
1798,1,0,4.246817342498067,58,60,5.220355825078324,5.337538079701318,-12.394309549095825,-11.70116236853588,1.1013388153406751,3
1799,2,0,-13.491668646410542,39,37,3.6888794541139363,3.6375861597263857,-10.425015699435255,-9.73186851887531,1.038491901262818,1
1800,1,0,8.426428896239594,21,0,3.091042453358316,0.0,-5.7414394658333,-0.8548568204070227,1.0375089414097838,2
1801,3,0,-5.192948640748301,35,42,3.58351893845611,3.7612001156935624,-6.227524323688738,-5.61726480293456,1.0354757385467868,3
1802,3,0,-7.8554888994084715,44,39,3.8066624897703196,3.6888794541139363,-9.546133806835028,-8.447521518166917,1.0374006313397657,1
1803,0,0,0.8430304760569932,10,0,2.3978952727983707,0.0,-9.571087015284968,-0.2565217722512535,1.0544318937270019,1
1804,1,0,-3.8758078377737104,46,47,4.2626798770413155,4.30406509320417,-12.247488063939638,-11.959805991487858,1.046882007217431,1
1805,1,0,-15.094465485327506,44,53,4.2626798770413155,4.700480365792417,-11.546458882226082,-5.254889742667761,1.0578173163811453,3
1806,3,0,-5.886400491042171,47,53,4.718498871295094,5.062595033026967,-12.826974804919436,-6.603076659590152,1.0886587278072908,3
1807,2,0,-27.05866601137442,39,52,3.970291913552122,4.59511985013459,-10.809253088353772,-4.914850254088921,1.0775048086704522,3
1808,1,0,16.429811981146756,39,49,3.970291913552122,4.454347296253507,-8.20947309554373,-6.194570075001465,1.051529371945424,3
1809,1,0,0.3526284371685637,27,41,3.332204510175204,3.7376696182833684,-6.244593047122516,-5.667705672678433,1.0348718044236576,3
1810,0,0,0.979808123354605,44,53,4.276666119016055,4.727387818712341,-11.374928497443534,-5.046991713714339,1.060094876178016,3
1811,0,0,2.1778596939969206,44,51,4.2626798770413155,4.605170185988092,-11.109210823900302,-4.7741565724022434,1.0791371983257434,3
1812,0,0,-3.785840067549121,39,45,3.6888794541139363,3.828641396489095,-10.743285933421767,-9.356991572301876,1.0392429684151494,1
1813,2,0,-21.83699712048789,48,53,4.465908118654584,4.709530201312334,-11.118438871824033,-5.010080573244551,1.0798057503290284,3
1814,1,0,-1.6292959070993298,34,33,3.5553480614894135,3.5263605246161616,-10.206698426605536,-8.009473849269316,1.0401920775208773,1
1815,0,0,-13.518821294270134,44,53,4.394449154672439,4.890349128221754,-11.524893482325187,-5.185857805527943,1.0810450184231852,3
1816,4,0,3.527125399850643,36,50,3.828641396489095,4.48863636973214,-10.79440816736559,-4.796092145308506,1.0669134037774592,3
1817,0,0,3.64435565126487,29,29,3.4011973816621555,3.4011973816621555,-10.389272253058634,-10.389272253058634,1.0424941780324959,1
1818,0,0,5.43244068910469,44,46,4.219507705176107,4.30406509320417,-7.26698343129682,-7.145286496319301,1.0507202682237828,2
1819,0,0,-2.6542368678480335,16,0,2.833213344056216,0.0,-11.44053217575328,-0.3391904998993925,1.0540981652934067,1
1820,0,0,4.489791041248533,7,7,2.0794415416798357,2.0794415416798357,-10.508459042192348,-10.508459042192348,1.0922158733624268,1
1821,2,0,-17.333378110219808,41,48,4.127134385045092,4.477336814478207,-8.000232788313479,-6.330640953059631,1.0528165769062403,3
1822,1,0,6.6208698083505295,47,54,4.499809670330265,4.867534450455582,-11.421354357542754,-5.12188003847732,1.0862790495106123,3
1823,0,0,-4.274990249314702,13,13,2.6390573296152584,2.6390573296152584,-10.500729376209001,-10.500729376209001,1.0511414162223158,1
1824,2,0,13.877109709914832,35,52,4.060443010546419,5.1298987149230735,-11.873380122931191,-5.976226255294452,1.1031710697582457,3
1825,2,0,-2.3998011370526644,35,35,3.58351893845611,3.58351893845611,-9.487669032348473,-9.487669032348473,1.0391276378888874,1
1826,0,0,1.1418757550645313,33,36,3.6888794541139363,3.828641396489095,-6.523660196610165,-6.297853527876471,1.0485545590278058,2
1827,2,0,6.062862468936848,36,24,3.6109179126442243,3.2188758248682006,-7.594536083259748,-5.65967577039102,1.0374859116544275,2
1828,1,0,-13.680043363106641,42,53,4.219507705176107,4.77912349311153,-11.376645700389663,-5.811578097430881,1.063914801471421,3
1829,0,0,-4.792307432543294,30,33,3.4339872044851463,3.5263605246161616,-9.187276432377631,-8.494129251817686,1.0402923614115196,1
1830,5,0,-3.994623823422133,32,54,3.4965075614664802,4.007333185232471,-6.8256080857040935,-5.485833740219095,1.0340171056360001,3
1831,0,0,-0.6543576658722215,36,41,3.8066624897703196,4.02535169073515,-6.637207378175928,-6.5672487895690175,1.0476931186797307,2
1832,0,0,0.32636245257807134,34,46,3.7376696182833684,4.30406509320417,-7.828822654682653,-6.288377613735504,1.0507202682237828,3
1833,2,0,1.6250814513181286,44,44,3.8066624897703196,3.8066624897703196,-10.141401482753787,-10.141401482753787,1.0373943488174482,2
1834,0,0,34.32116146625562,38,53,4.189654742026425,5.062595033026967,-11.790100490220375,-5.750904540291204,1.1010790464667912,3
1835,0,0,-1.831015842693045,69,59,6.558197802812269,5.87493073085203,-13.530228578168712,-8.359744583130562,1.0776043660845038,2
1836,2,0,-3.563615241279385,43,55,4.2626798770413155,4.875197323201151,-11.198710878823835,-5.123693308897573,1.0787840062681098,3
1837,1,0,-3.100335484340421,43,55,4.454347296253507,5.170483995038151,-12.012078913839026,-5.988631320877993,1.1010321526818923,3
1838,1,0,-1.5085095738305763,29,39,3.4965075614664802,3.9512437185814275,-6.780210074116899,-5.504928242086181,1.0468816092429831,3
1839,0,0,-1.5547746340159654,39,51,3.970291913552122,4.543294782270004,-10.797611404470093,-4.9094262068161125,1.0676666467224094,3
1840,2,0,-28.96260317143741,43,52,4.204692619390966,4.6443908991413725,-10.902223334915368,-5.2392628547794216,1.0617102315653688,3
1841,2,0,6.219479926024328,50,47,4.543294782270004,4.394449154672439,-12.815972492556012,-11.494216652573693,1.0507886509405622,1
1842,0,0,-2.653320495379836,44,44,4.394449154672439,4.394449154672439,-13.125322548307585,-13.125322548307585,1.0599032977691771,1
1843,1,0,1.5047996464611222,36,58,4.0943445622221,5.4510384535657,-12.538788382381904,-7.274372567509548,1.107214011945227,3
1844,1,0,-1.512264605744111,20,20,3.044522437723423,3.044522437723423,-11.5139749141058,-11.5139749141058,1.0515576908890858,1
1845,4,0,-0.006202771084965824,47,50,3.871201010907891,3.9318256327243257,-5.732568143252084,-5.32214024580179,1.034316548225553,3
1846,2,0,-9.325231241039663,45,54,4.3694478524670215,4.8283137373023015,-11.182255694766628,-5.0759754732300655,1.08188084871943,3
1847,0,0,0.28901198330231703,24,24,3.2188758248682006,3.2188758248682006,-10.339999029049618,-10.339999029049618,1.0444247964078457,1
1848,0,0,-3.94669608080281,-1,-1,4.5217885770490405,4.5217885770490405,-11.06721529781705,-11.06721529781705,1.105238709294558,3
1849,3,0,33.26212651875417,40,53,4.356708826689592,5.153291594497779,-12.019774357564364,-6.014765585348624,1.099104634104164,3
1850,0,0,0.8402381240431328,-1,-1,3.7376696182833684,3.7376696182833684,-9.553291574695105,-9.553291574695105,1.0392267721121815,1
1851,3,0,-7.136243318081315,35,55,3.8501476017100584,4.882801922586371,-10.937827951184097,-5.370028852399706,1.0824871338130602,3
1852,2,0,-14.945859005592201,28,42,3.4657359027997265,4.110873864173311,-9.7685170296221,-5.017804538343349,1.0479930723856434,3
1853,0,0,1.8222204617646136,5,0,1.791759469228055,0.0,-9.459892136566694,-0.04343230428209682,1.0583982755157715,1
1854,0,0,20.530656452645992,35,51,3.7612001156935624,4.499809670330265,-10.403636381638004,-4.722781411625507,1.0697378405534794,3
1855,1,0,-2.4505375272526155,8,0,2.1972245773362196,0.0,-10.986427671809942,-0.12481670379772582,1.0647478673949338,1
1856,0,0,14.936728748438977,62,64,5.54907608489522,5.666426688112432,-13.031636151508652,-11.486736760212123,1.0985297205953601,3
1857,2,0,13.167384213785846,48,54,4.553876891600541,4.867534450455582,-11.450047532545677,-5.096920499987924,1.0888120681994864,3
1858,2,0,20.25031298873636,44,53,4.356708826689592,4.8283137373023015,-11.718630706072279,-6.1470200045245615,1.0643535853216768,3
1859,0,0,-2.151281250038397,41,50,4.04305126783455,4.477336814478207,-10.811525322211558,-4.807638255105019,1.0651662522482033,3
1860,1,0,2.5196673833505616,38,39,3.6635616461296463,3.6888794541139363,-7.050122520269059,-6.568284433376321,1.0364803731663164,2
1861,0,0,1.2072701413623648,16,0,2.833213344056216,0.0,-10.324497871979755,-0.5679454275673245,1.0495583829557318,1
1862,0,0,-1.8686337216665765,55,43,4.7535901911063645,4.174387269895637,-12.560233932879596,-8.311738690830238,1.0519120973314173,1
1863,3,0,1.179586179676327,56,62,5.3706380281276624,5.736572297479192,-14.128495133392686,-8.462979441061577,1.084899705185776,3
1864,0,0,-3.695408244381824,30,43,3.5553480614894135,4.1588830833596715,-8.114315641780207,-5.051207965753446,1.0479930723856434,3
1865,1,0,-7.61438875142035,41,55,4.219507705176107,4.983606621708336,-11.36770193379115,-5.291207137498591,1.0805554601542893,3
1866,1,0,-3.7622535740855887,40,54,4.110873864173311,4.859812404361672,-12.993119222245971,-13.14726990207323,1.0578698873567436,1
1867,1,0,3.3524177470425536,29,45,3.4965075614664802,4.276666119016055,-9.743929920340726,-5.083640435131555,1.049049589648373,3
1868,3,0,23.486471251575338,33,47,3.6888794541139363,4.382026634673881,-10.473395904128386,-5.155275910284169,1.0513699300745294,3
1869,0,0,0.10718508010858074,59,60,5.241747015059643,5.298317366548036,-14.535779842920249,-13.437167554252138,1.0618643848785958,1
1870,1,0,18.262081899203086,35,50,3.8066624897703196,4.5217885770490405,-9.982242508336098,-5.881253403395328,1.0519338363713713,3
1871,0,0,-0.5830838302583051,49,56,4.653960350157523,5.030437921392435,-11.887888262062875,-6.029955107579416,1.0860133936617868,3
1872,1,0,-32.30123344218404,36,48,3.828641396489095,4.430816798843313,-10.798360553536218,-4.816946342281738,1.0674048105630223,3
1873,0,0,7.969421428623118,3,0,1.3862943611198906,0.0,-9.248117736310213,-0.020428725999416933,1.252847089394311,1
1874,1,0,17.232840261132996,39,60,4.276666119016055,5.579729825986222,-13.032523795152384,-8.021888501056129,1.0992700529519535,3
1875,1,0,0.07891859039913016,41,59,4.663439094112067,5.937536205082426,-13.31276878148242,-13.105129416704175,1.104475791470736,3
1876,0,0,-5.715989219614802,24,21,3.2188758248682006,3.091042453358316,-10.298801309587917,-8.352891160532604,1.044825752738727,1
1877,2,0,3.6777610609410334,47,53,4.394449154672439,4.6913478822291435,-11.13847731877285,-4.75384519136711,1.078720572485769,3
1878,0,0,-2.275171060683057,37,23,3.8918202981106265,3.2188758248682006,-7.02360783292858,-6.451088640157249,1.0498054522149003,3
1879,0,0,-9.045548631686417,50,55,4.653960350157523,4.919980925828125,-11.718022583119058,-5.634092808338983,1.0819113197788777,3
1880,0,0,-9.649143376685345,6,0,1.9459101490553132,0.0,-9.860057994608791,-0.12303833494345148,1.0588588177239109,1
1881,2,0,-5.813115788079254,34,50,3.7376696182833684,4.465908118654584,-10.49325743474729,-4.782830417372422,1.0664781238270051,3
1882,1,0,2.1503636717590235,39,60,4.330733340286331,5.659482215759621,-13.085763879366967,-8.088176300663186,1.099885016011657,3
1883,2,0,-8.56855627867312,41,51,4.07753744390572,4.564348191467836,-10.814481280020546,-4.940956030777251,1.0729538530370326,3
1884,0,0,-2.4842013055016237,39,42,5.049856007249537,5.3230099791384085,-13.313801884754424,-7.4382471289211445,1.1433270558128774,3
1885,0,0,6.614688965531965,51,62,5.056245805348308,5.730099782973574,-10.704041836275326,-9.158721480965003,1.0695160515188393,3
1886,1,0,4.553261992573593,47,53,4.406719247264253,4.700480365792417,-11.149070520695266,-4.973619137474269,1.076011594717321,3
1887,1,0,-8.593601345412766,39,53,3.9889840465642745,4.68213122712422,-10.841479108989542,-4.887716429065573,1.077952701037588,3
1888,0,0,-0.4870728791311573,7,7,2.0794415416798357,2.0794415416798357,-9.97100600426695,-9.97100600426695,1.1004049033481602,1
1889,0,0,-0.363718782475222,34,54,3.871201010907891,4.983606621708336,-11.063418153267644,-5.464996194269269,1.1028062038149085,3
1890,1,0,1.391795944937623,37,63,4.174387269895637,5.802118375377063,-12.11061643755646,-12.447088674177675,1.0926336310262688,3
1891,3,0,-6.556997387198669,49,49,3.912023005428146,3.912023005428146,-10.10634676054763,-10.10634676054763,1.0368465620836236,2
1892,2,0,3.119736795270623,41,50,4.02535169073515,4.454347296253507,-10.10706900762424,-4.843731359972231,1.0644147751556774,3
1893,4,0,3.9949044834084435,48,54,4.477336814478207,4.77912349311153,-11.177144855786278,-5.14485831415804,1.079280413071435,3
1894,0,0,-2.086433939255429,14,0,2.70805020110221,0.0,-9.707837565530841,-0.41444363841937243,1.056283202830006,1
1895,1,0,16.399402169702945,49,55,4.574710978503383,4.890349128221754,-11.484720342519203,-5.484366847993975,1.0889338583510455,3
1896,2,0,-23.748585557965843,47,54,4.499809670330265,4.859812404361672,-11.444255946811198,-5.313029457328058,1.0738689824704408,3
1897,1,0,10.979588181555169,60,62,5.262690188904886,5.375278407684165,-11.384029480024559,-11.096347407572779,1.1117548348134139,3
1898,1,0,-2.7070885365657493,36,38,3.6109179126442243,3.6635616461296463,-5.894747127606176,-5.489282019498011,1.0362049825753845,3
1899,5,0,4.019186481899823,36,50,3.8501476017100584,4.5217885770490405,-10.519667291939465,-5.363489692552551,1.055410397459025,3
1900,1,0,-17.052209820121636,34,55,3.871201010907891,5.049856007249537,-12.366519817459572,-6.906934303315414,1.084851419185394,3
1901,2,0,8.09445165421006,42,50,4.219507705176107,4.634728988229636,-7.932755133446818,-7.482169590058184,1.0560385483822936,3
1902,2,0,-17.676937069251437,27,54,3.5553480614894135,5.214935757608986,-11.50560309864564,-6.066733588179944,1.1019028668032136,3
1903,1,0,-22.116843854221134,37,47,3.912023005428146,4.406719247264253,-10.091049521022649,-4.8296555085792106,1.0618343093569638,3
1904,1,0,0.3308322307402039,-1,-1,3.6109179126442243,3.6109179126442243,-10.213469132482675,-10.213469132482675,1.040580337839305,1
1905,3,0,-5.850961511707036,55,54,4.02535169073515,4.007333185232471,-10.200141754786113,-9.506994574226168,1.035168440877322,2
1906,2,0,-4.1499711518731015,46,55,4.382026634673881,4.836281906951478,-11.191748588979804,-4.959019949444418,1.0970691673246606,3
1907,1,0,0.595163402771806,35,41,3.8066624897703196,4.0943445622221,-6.75500717902101,-6.037013999874534,1.0491043849360162,3
1908,0,0,-3.825147230351929,30,24,3.4339872044851463,3.2188758248682006,-12.060428185021848,-11.367281004461903,1.044294017847808,1
1909,0,0,-8.564955782769422,32,33,3.6375861597263857,3.6888794541139363,-12.299601694607952,-10.913307333488062,1.0498136727459686,1
1910,0,0,9.335439131126765,25,53,3.4011973816621555,5.081404364984463,-10.873424695483942,-5.708638721560428,1.1118279274315495,3
1911,0,0,-2.5528297958091968,16,0,2.833213344056216,0.0,-10.23731343350214,-0.28646530960617433,1.065825113788773,1
1912,2,0,-3.3311176461841896,41,52,4.0943445622221,4.624972813284271,-10.846933228825554,-4.8519747924633165,1.0795652782394987,3
1913,2,0,1.0394935719601108,47,57,4.584967478670572,5.14166355650266,-12.196715420681269,-6.691383884748905,1.0653956638438329,3
1914,2,0,-2.264204019532157,29,0,3.4011973816621555,0.0,-6.018964294963107,-0.8426230648781597,1.0374298021172423,3
1915,1,0,-9.548417599565294,20,0,3.044522437723423,0.0,-10.253580885109306,-0.7006442098039504,1.045607595282936,1
1916,1,0,5.194188930782398,36,47,3.828641396489095,4.330733340286331,-7.546179625453539,-6.766464428585135,1.0494300398874388,3
1917,0,0,-1.1132939521521343,33,35,3.5263605246161616,3.58351893845611,-10.209205987474007,-9.110593698805898,1.0405188620496217,1
1918,1,0,68.45615632900225,29,44,3.4657359027997265,4.189654742026425,-9.080331339977953,-4.921448256618281,1.0480095027518048,3
1919,5,0,-8.028894581032635,33,51,3.6888794541139363,4.584967478670572,-9.540033331934792,-5.7803848069326484,1.0531463492558892,3
1920,1,0,-0.26136996925455885,22,0,3.1354942159291497,0.0,-6.125679391572088,-0.8284894208593604,1.046539703657492,1
1921,2,0,-3.315453144801406,19,0,2.995732273553991,0.0,-9.838869028198387,-0.6472019214878247,1.045461822315669,1
1922,2,0,-3.2456506118317376,38,42,3.970291913552122,4.174387269895637,-9.54705438608955,-9.384535456591776,1.0536004037327562,1
1923,2,0,12.55392390252113,26,45,3.332204510175204,4.2626798770413155,-8.587581755138165,-5.2010750888860136,1.049205619175054,3
1924,1,0,8.733600744445978,38,41,3.6635616461296463,3.7376696182833684,-10.245835351328815,-8.45407588210076,1.0388731527792074,1
1925,1,0,3.337495425545768,24,24,3.2188758248682006,3.2188758248682006,-10.676323531997442,-10.676323531997442,1.0421764189377931,1
1926,2,0,-1.0208496435164847,27,0,3.332204510175204,0.0,-7.74968159556743,-0.8301624496650508,1.0409726136254494,1
1927,1,0,13.84764863808481,44,51,4.330733340286331,4.700480365792417,-8.18767347657334,-8.01652522037751,1.057222920992065,2
1928,1,0,-26.888143169201275,43,54,4.30406509320417,4.882801922586371,-11.406630332800244,-5.835019631252526,1.0672079445972276,3
1929,1,0,-2.870738259019125,31,50,3.58351893845611,4.465908118654584,-9.860023181122044,-5.4502597914765625,1.0500610014864962,3
1930,2,0,3.776593905921339,33,52,3.7376696182833684,4.700480365792417,-11.082022651580491,-5.775737115383277,1.0607348703451511,3
1931,2,0,-1.9094394281061433,33,25,3.5263605246161616,3.258096538021482,-10.23552138255841,-8.626083470124309,1.043112311892174,1
1932,1,0,9.27959018426324,28,50,3.4339872044851463,4.465908118654584,-10.424662437472996,-5.099216403536706,1.0567817148682954,3
1933,2,0,4.9098487350209075,40,39,3.713572066704308,3.6888794541139363,-6.834668323874607,-6.269354514824546,1.0364803731663164,3
1934,0,0,0.9107905439353883,31,38,3.6109179126442243,3.9512437185814275,-6.603468445679126,-6.254284173469552,1.0488880577037156,2
1935,3,0,2.872071553552967,50,42,4.543294782270004,4.143134726391533,-13.494121397686113,-10.344238444304864,1.0507886509405622,2
1936,2,0,21.342964461388394,41,52,4.127134385045092,4.672828834461906,-11.367957494717622,-5.428312696339437,1.0588054640389273,3
1937,1,0,2.9783937721987237,54,49,4.007333185232471,3.912023005428146,-10.307251214004534,-9.208638925336425,1.0356342410517376,1
1938,2,0,6.0875441925916745,33,43,3.713572066704308,4.189654742026425,-7.149138675522946,-6.181915074566998,1.0500240882172738,3
1939,1,0,-10.56278903443438,36,54,4.04305126783455,5.10594547390058,-12.141393636074927,-6.2139344189428565,1.0992505754080666,3
1940,2,0,-1.5629891006047585,31,48,3.58351893845611,4.3694478524670215,-7.919120556840543,-5.9851865988319455,1.0500610014864962,3
1941,1,0,11.498515430719655,45,55,4.51085950651685,5.0689042022202315,-9.55738094619777,-7.359274923233744,1.0608956941562568,3
1942,1,0,4.64447089141735,50,54,4.709530201312334,4.927253685157205,-11.861588436482274,-5.269326987736159,1.092893736752592,3
1943,1,0,-3.89436794556533,44,46,6.238324625039508,6.493753839851686,-9.347461211759203,-5.414235998680454,1.1210521650690684,3
1944,2,0,13.464265528097688,46,52,4.356708826689592,4.653960350157523,-11.319279225333919,-4.927920615167227,1.0681882594294763,3
1945,1,0,-3.5754442430801943,47,47,3.871201010907891,3.871201010907891,-10.178502231260227,-10.178502231260227,1.0376932389352427,2
1946,1,0,3.5411146538000082,45,52,4.2626798770413155,4.59511985013459,-11.127346314019547,-4.840231524810608,1.0693115647549103,3
1947,1,0,0.008584303506856778,45,53,4.454347296253507,4.882801922586371,-12.06523623475148,-5.769706693977062,1.0889667474095521,3
1948,4,0,9.028458663517183,26,44,3.367295829986474,4.23410650459726,-9.361486542783142,-4.938637913589005,1.050088560027398,3
1949,0,0,-1.9188319287861422,39,43,3.6888794541139363,3.784189633918261,-6.691718765678605,-6.175028022460216,1.0350194198836475,3
1950,0,0,-1.0177590873379287,41,54,4.174387269895637,4.844187086458591,-11.278518962169388,-5.524586703827715,1.0716199410337113,3
1951,2,0,-7.889897148636095,41,51,4.04305126783455,4.51085950651685,-10.880965571430371,-4.826526225161,1.0675330777459118,3
1952,1,0,18.721272202634562,37,52,3.9512437185814275,4.727387818712341,-10.84941225719677,-4.850475695250087,1.0764843628822716,3
1953,2,0,-3.8285588847736323,47,54,4.454347296253507,4.812184355372417,-11.37462093029844,-4.991677517057032,1.0861477285373695,3
1954,2,0,0.687382948839962,44,45,4.219507705176107,4.2626798770413155,-7.309334705521689,-7.076403147841316,1.0517564279561777,2
1955,1,0,14.36006377767854,28,46,3.4657359027997265,4.330733340286331,-10.406306205900202,-4.811594826298363,1.0586893076237633,3
1956,1,0,10.848838463975962,33,33,3.5263605246161616,3.5263605246161616,-11.519762042229218,-11.519762042229218,1.0400786859052489,1
1957,3,0,-8.574557520332895,-1,-1,4.204692619390966,4.204692619390966,-12.204651135663592,-12.204651135663592,1.0533916051213126,2
1958,0,0,0.9081065143992608,22,22,3.1354942159291497,3.1354942159291497,-10.736287973911258,-10.736287973911258,1.0466485833089583,1
